Assembly,Order,Family,Genus,Species,Release_Date
GCF_000928875.1,Caudovirales,Autographiviridae,Kaohsiungvirus,Vibrio virus A318,2015-02-22T19:10:19.240Z
GCF_000928935.1,Geplafuvirales,Geminiviridae,Mastrevirus,Switchgrass mosaic-associated virus,2015-02-22T19:10:14.503Z
GCF_000928815.1,Geplafuvirales,Genomoviridae,Gemykibivirus,Black robin associated gemykibivirus 1,2015-02-22T19:10:11.377Z
GCF_000928795.1,Geplafuvirales,Genomoviridae,Gemytondvirus,Ostrich associated gemytondvirus 1,2015-02-22T19:10:08.263Z
GCF_000928775.1,Geplafuvirales,Genomoviridae,Gemycircularvirus,Porcine associated gemycircularvirus 2,2015-02-22T19:10:06.697Z
GCF_000928755.1,Geplafuvirales,Genomoviridae,Gemycircularvirus,Gerygone associated gemycircularvirus 1,2015-02-22T19:10:05.317Z
GCF_000928715.1,Baphyvirales,Bacilladnaviridae,Protobacilladnavirus,Marine protobacilladnavirus 1,2015-02-22T19:10:03.803Z
GCF_000928615.1,Rowavirales,Adenoviridae,Mastadenovirus,Simian mastadenovirus H,2015-02-22T19:09:54.460Z
GCF_000928535.1,Cremevirales,Smacoviridae,Porprismacovirus,Lemur associated porprismacovirus 1,2015-02-22T19:09:48.547Z
GCF_000928495.1,Geplafuvirales,Genomoviridae,Gemycircularvirus,Sewage-associated gemycircularvirus 1,2015-02-22T19:09:48.467Z
GCF_000928355.1,Geplafuvirales,Geminiviridae,Begomovirus,Oxalis yellow vein virus,2015-02-22T19:09:33.187Z
GCF_000928215.1,Geplafuvirales,Genomoviridae,Gemygorvirus,Sewage derived gemygorvirus 1,2015-02-22T19:09:27.043Z
GCF_000928275.1,Geplafuvirales,Genomoviridae,Gemycircularvirus,Sewage derived gemycircularvirus 1,2015-02-22T19:09:26.933Z
GCF_000928295.1,Geplafuvirales,Genomoviridae,Gemykibivirus,Sewage derived gemykibivirus 1,2015-02-22T19:09:26.870Z
GCF_000928235.1,Geplafuvirales,Genomoviridae,Gemykrogvirus,Sewage derived gemykrogvirus 1,2015-02-22T19:09:25.337Z
GCF_000928135.1,Geplafuvirales,Geminiviridae,Begomovirus,Catharanthus yellow mosaic virus,2015-02-22T19:09:15.220Z
GCF_000928035.1,Caudovirales,Myoviridae,Avunavirus,Escherichia virus Av05,2015-02-22T19:09:11.407Z
GCF_000928095.1,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Chlorocebus pygerythrus polyomavirus 2,2015-02-22T19:09:11.247Z
GCF_000928075.1,Sepolyvirales,Polyomaviridae,Alphapolyomavirus,Chlorocebus pygerythrus polyomavirus 3,2015-02-22T19:09:08.380Z
GCF_000927855.1,Geplafuvirales,Genomoviridae,Gemycircularvirus,Mallard associated gemycircularvirus 1,2015-02-22T19:08:57.790Z
GCF_000927915.1,Geplafuvirales,Genomoviridae,Gemykibivirus,Blackbird associated gemykibivirus 1,2015-02-22T19:08:56.090Z
GCF_000927895.1,Geplafuvirales,Genomoviridae,Gemycircularvirus,Blackbird associated gemycircularvirus 1,2015-02-22T19:08:55.577Z
GCF_000927875.1,Geplafuvirales,Genomoviridae,Gemycircularvirus,Gerygone associated gemycircularvirus 3,2015-02-22T19:08:52.407Z
GCF_000927695.1,Geplafuvirales,Geminiviridae,Begomovirus,Sweet potato leaf curl Sao Paulo virus,2015-02-22T19:08:39.237Z
GCF_000927655.1,Geplafuvirales,Geminiviridae,Begomovirus,Tomato yellow leaf curl Axarquia virus,2015-02-22T19:08:35.683Z
GCF_000927635.1,Geplafuvirales,Geminiviridae,Mastrevirus,Chickpea yellow dwarf virus,2015-02-22T19:08:30.950Z
GCF_000927555.1,Caudovirales,Siphoviridae,Efquatrovirus,Enterococcus virus EfaCPT1,2015-02-22T19:08:30.120Z
GCF_000927575.1,Caudovirales,Siphoviridae,Nonanavirus,Salmonella virus 9NA,2015-02-22T19:08:28.623Z
GCF_000927515.1,Caudovirales,Autographiviridae,Daemvirus,Acinetobacter virus Acibel007,2015-02-22T19:08:21.423Z
GCF_000927475.1,Caudovirales,Autographiviridae,Tuodvirus,Lelliottia virus phD2B,2015-02-22T19:08:19.660Z
GCF_000927375.1,Caudovirales,Siphoviridae,Cequinquevirus,Lactobacillus virus Ld3,2015-02-22T19:08:12.680Z
GCF_000927175.1,Ligamenvirales,Rudiviridae,Rudivirus,Stygiolobus rod-shaped virus,2015-02-22T19:08:01.980Z
GCF_000926795.1,Caudovirales,Herelleviridae,Pecentumvirus,Listeria virus WIL1,2015-02-22T19:07:45.747Z
GCF_000926875.1,Caudovirales,Autographiviridae,Teetrevirus,Yersinia virus AP5,2015-02-22T19:07:44.307Z
GCF_000926815.1,Caudovirales,Siphoviridae,Biseptimavirus,Staphylococcus phage phiSa119,2015-02-22T19:07:42.840Z
GCF_000926855.1,Caudovirales,Myoviridae,Asteriusvirus,Escherichia virus 121Q,2015-02-22T19:07:42.787Z
GCF_000926775.1,Caudovirales,Siphoviridae,Fromanvirus,Mycobacterium virus Redrock,2015-02-22T19:07:40.570Z
GCF_000926715.1,Caudovirales,Myoviridae,Krischvirus,Escherichia virus GEC3S,2015-02-22T19:07:39.077Z
GCF_000926755.1,Caudovirales,Herelleviridae,Kayvirus,Staphylococcus virus P108,2015-02-22T19:07:37.720Z
GCF_000926735.1,Caudovirales,Herelleviridae,Siminovitchvirus,Bacillus virus CP51,2015-02-22T19:07:37.637Z
GCF_000926495.1,Sepolyvirales,Polyomaviridae,Alphapolyomavirus,Pan troglodytes polyomavirus 2,2015-02-22T19:07:19.210Z
GCF_000926355.1,Geplafuvirales,Geminiviridae,Begomovirus,Tomato mottle wrinkle virus,2015-02-22T19:06:56.560Z
GCF_000926295.1,Cirlivirales,Circoviridae,Circovirus,European catfish circovirus,2015-02-22T19:06:43.093Z
GCF_000926215.1,Geplafuvirales,Genomoviridae,Gemykrogvirus,Caribou associated gemykrogvirus 1,2015-02-22T19:06:27.703Z
GCF_000926175.1,Geplafuvirales,Geminiviridae,Begomovirus,Bitter gourd yellow vein virus,2015-02-22T19:06:24.787Z
GCF_000926195.1,Zurhausenvirales,Papillomaviridae,Pipapillomavirus,Pipapillomavirus 2,2015-02-22T19:06:24.723Z
GCF_000926115.1,Caudovirales,Myoviridae,Mosigvirus,Escherichia virus PhAPEC2,2015-02-22T19:06:15.657Z
GCF_000926035.1,Cremevirales,Smacoviridae,Porprismacovirus,Porcine associated porprismacovirus 9,2015-02-22T19:06:11.180Z
GCF_000926075.1,Caudovirales,Herelleviridae,Bequatrovirus,Bacillus virus Riley,2015-02-22T19:06:11.090Z
GCF_000926095.1,Caudovirales,Myoviridae,Obolenskvirus,Acinetobacter virus AbC62,2015-02-22T19:06:11.007Z
GCF_000926055.1,Cremevirales,Smacoviridae,Porprismacovirus,Porcine associated porprismacovirus 5,2015-02-22T19:06:10.743Z
GCF_000925995.1,Cirlivirales,Circoviridae,Cyclovirus,Cyclovirus ZM36a,2015-02-22T19:05:58.647Z
GCF_000925935.1,Caudovirales,Autographiviridae,Lirvirus,Synechococcus virus SCBP3,2015-02-22T19:05:48.290Z
GCF_000925895.1,Caudovirales,Siphoviridae,Pegunavirus,Mycobacterium virus Soto,2015-02-22T19:05:46.813Z
GCF_000925915.1,Caudovirales,Siphoviridae,Cheoctovirus,Mycobacterium virus Taj,2015-02-22T19:05:46.743Z
GCF_000925835.1,Caudovirales,Myoviridae,Jilinvirus,Escherichia virus ep3,2015-02-22T19:05:32.200Z
GCF_000925795.1,Caudovirales,Myoviridae,Wifcevirus,Escherichia virus ECML-117,2015-02-22T19:05:24.730Z
GCF_000925775.1,Caudovirales,Podoviridae,Diegovirus,Shigella virus POCJ13,2015-02-22T19:05:18.853Z
GCF_000925755.1,Caudovirales,Myoviridae,Mosigvirus,Shigella virus UTAM,2015-02-22T19:05:13.073Z
GCF_000925715.1,Caudovirales,Autographiviridae,Drulisvirus,Klebsiella virus K244,2015-02-22T19:05:07.343Z
GCF_000925735.1,Caudovirales,Siphoviridae,Cequinquevirus,Lactobacillus virus Ld17,2015-02-22T19:05:07.240Z
GCF_000925455.1,Sepolyvirales,Polyomaviridae,Alphapolyomavirus,Pan troglodytes polyomavirus 3,2015-02-22T19:04:02.113Z
GCF_000925255.1,Cirlivirales,Circoviridae,Circovirus,Swan circovirus,2015-02-22T19:03:23.640Z
GCF_000925075.1,Caudovirales,Autographiviridae,Kembevirus,Synechococcus virus SCBP2,2015-02-22T19:03:10.620Z
GCF_000925055.1,Caudovirales,Myoviridae,Tequatrovirus,Escherichia virus ECML134,2015-02-22T19:03:10.517Z
GCF_000924975.1,Caudovirales,Siphoviridae,Chivirus,Salmonella virus Chi,2015-02-22T19:02:59.760Z
GCF_000925015.1,Caudovirales,Myoviridae,Saclayvirus,Acinetobacter phage vB_AbaM_Acibel004,2015-02-22T19:02:59.697Z
GCF_000924995.1,Caudovirales,Autographiviridae,Pairvirus,Mesorhizobium virus Lo5R7ANS,2015-02-22T19:02:59.617Z
GCF_000924955.1,Caudovirales,Myoviridae,Viunavirus,Escherichia virus ECML4,2015-02-22T19:02:58.103Z
GCF_000924855.1,Caudovirales,Herelleviridae,Kayvirus,Staphylococcus virus MCE2014,2015-02-22T19:02:56.600Z
GCF_000924835.1,Pimascovirales,Marseilleviridae,Marseillevirus,Melbournevirus,2015-02-22T19:02:55.140Z
GCF_000924895.1,Caudovirales,Siphoviridae,Cequinquevirus,Lactobacillus virus Ld25A,2015-02-22T19:02:55.090Z
GCF_000924935.1,Tubulavirales,Inoviridae,Habenivirus,Ralstonia virus RS603,2015-02-22T19:02:55.033Z
GCF_000924915.1,Caudovirales,Ackermannviridae,Limestonevirus,Dickeya virus RC2014,2015-02-22T19:02:54.917Z
GCF_000924875.1,Caudovirales,Herelleviridae,Kayvirus,Staphylococcus virus G1,2015-02-22T19:02:54.853Z
GCF_000924615.1,Sepolyvirales,Polyomaviridae,Alphapolyomavirus,Gorilla gorilla polyomavirus 1,2015-02-22T19:02:45.810Z
GCF_000924355.1,Caudovirales,Myoviridae,Aresaunavirus,Ralstonia virus RSY1,2015-02-22T19:02:34.970Z
GCF_000924215.1,Caudovirales,Podoviridae,Gamaleyavirus,Escherichia virus APEC7,2015-02-22T19:02:30.290Z
GCF_000924175.1,Caudovirales,Herelleviridae,Pecentumvirus,Listeria virus LMTA148,2015-02-22T19:02:28.800Z
GCF_000924195.1,Caudovirales,Drexlerviridae,Rogunavirus,Escherichia virus AKS96,2015-02-22T19:02:28.740Z
GCF_000924135.1,Cremevirales,Smacoviridae,Porprismacovirus,Porcine associated porprismacovirus 8,2015-02-22T19:02:27.233Z
GCF_000923995.1,Geplafuvirales,Genomoviridae,Gemykrogvirus,Bovine associated gemykrogvirus 1,2015-02-22T19:02:23.980Z
GCF_000924015.1,Cirlivirales,Circoviridae,Circovirus,Human circovirus VS6600022,2015-02-22T19:02:23.787Z
GCF_000923975.1,Rowavirales,Adenoviridae,Atadenovirus,Lizard atadenovirus A,2015-02-22T19:02:22.363Z
GCF_000923935.1,Geplafuvirales,Geminiviridae,Begomovirus,Mirabilis leaf curl virus,2015-02-22T19:02:20.550Z
GCF_000923915.1,Rowavirales,Adenoviridae,Aviadenovirus,Duck aviadenovirus B,2015-02-22T19:02:20.480Z
GCF_000923735.1,Caudovirales,Siphoviridae,Limdunavirus,Leuconostoc virus LN03,2015-02-22T19:02:15.647Z
GCF_000923715.1,Herpesvirales,Herpesviridae,Macavirus,Alcelaphine gammaherpesvirus 2,2015-02-22T19:02:13.977Z
GCF_000923675.1,Caudovirales,Siphoviridae,Phietavirus,Staphylococcus phage DW2,2015-02-22T19:02:13.907Z
GCF_000923695.1,Caudovirales,Herelleviridae,Pecentumvirus,Listeria virus LP083-2,2015-02-22T19:02:13.837Z
GCF_000923655.1,Caudovirales,Siphoviridae,Timquatrovirus,Mycobacterium phage OkiRoe,2015-02-22T19:02:12.330Z
GCF_000923595.1,Caudovirales,Herelleviridae,Pecentumvirus,Listeria virus LMSP25,2015-02-22T19:02:10.913Z
GCF_000923635.1,Caudovirales,Myoviridae,Certrevirus,Cronobacter virus CR8,2015-02-22T19:02:10.783Z
GCF_000923575.1,Caudovirales,Herelleviridae,Pecentumvirus,Listeria virus List36,2015-02-22T19:02:10.660Z
GCF_000923355.1,Geplafuvirales,Genomoviridae,Gemykibivirus,Human associated gemykibivirus 1,2015-02-22T19:02:04.593Z
GCF_000923395.1,Cirlivirales,Circoviridae,Cyclovirus,Feline associated cyclovirus 1,2015-02-22T19:02:04.483Z
GCF_000923095.1,Caudovirales,Autographiviridae,Kayfunavirus,Escherichia virus PE3-1,2015-02-22T19:01:47.630Z
GCF_000923135.1,Chitovirales,Poxviridae,Avipoxvirus,Penguinpox virus,2015-02-22T19:01:45.877Z
GCF_000923055.1,Caudovirales,Siphoviridae,Limdunavirus,Leuconostoc virus LN6B,2015-02-22T19:01:40.693Z
GCF_000923035.1,Caudovirales,Siphoviridae,Septimatrevirus,Pseudomonas virus Ab26,2015-02-22T19:01:38.550Z
GCF_000923015.1,Caudovirales,Podoviridae,Baltimorevirus,Dinoroseobacter virus DFL12,2015-02-22T19:01:32.847Z
GCF_000922915.1,Caudovirales,Siphoviridae,Casadabanvirus,Pseudomonas phage JD024,2015-02-22T19:01:30.973Z
GCF_000922975.1,Caudovirales,Siphoviridae,Pegunavirus,Mycobacterium virus Manad,2015-02-22T19:01:30.913Z
GCF_000922895.1,Zurhausenvirales,Papillomaviridae,Treiszetapapillomavirus,Treiszetapapillomavirus 1,2015-02-22T19:01:30.720Z
GCF_000922835.1,Caudovirales,Herelleviridae,Bastillevirus,Bacillus virus Evoli,2015-02-22T19:01:22.827Z
GCF_000922815.1,Caudovirales,Herelleviridae,Wphvirus,Bacillus virus Hakuna,2015-02-22T19:01:18.583Z
GCF_000922675.1,Sepolyvirales,Polyomaviridae,Alphapolyomavirus,Human polyomavirus 13,2015-02-22T19:01:16.847Z
GCF_000922695.1,Caudovirales,Ackermannviridae,Kuttervirus,Salmonella virus SJ3,2015-02-22T19:01:16.790Z
GCF_000922715.1,Caudovirales,Myoviridae,Lubbockvirus,Clostridium phage CDMH1,2015-02-22T19:01:16.653Z
GCF_000922655.1,Geplafuvirales,Geminiviridae,Begomovirus,Tomato leaf curl Barka virus,2015-02-22T19:01:16.490Z
GCF_000922755.1,Caudovirales,Siphoviridae,Fromanvirus,Mycobacterium phage Kampy,2015-02-22T19:01:14.570Z
GCF_000922555.1,Geplafuvirales,Geminiviridae,Begomovirus,Coccinia mosaic Tamil Nadu virus,2015-02-22T19:01:04.387Z
GCF_000922495.1,Caudovirales,Siphoviridae,Dhillonvirus,Escherichia virus EK99P1,2015-02-22T19:01:02.123Z
GCF_000922515.1,Caudovirales,Podoviridae,Gamaleyavirus,Escherichia virus APEC5,2015-02-22T19:01:01.980Z
GCF_000922475.1,Caudovirales,Siphoviridae,Casadabanvirus,Pseudomonas phage MP48,2015-02-22T19:01:01.907Z
GCF_000922455.1,Cremevirales,Smacoviridae,Porprismacovirus,Porcine associated porprismacovirus 6,2015-02-22T19:00:55.847Z
GCF_000922355.1,Herpesvirales,Herpesviridae,Proboscivirus,Elephant endotheliotropic herpesvirus 5,2015-02-22T19:00:48.683Z
GCF_000922115.1,Piccovirales,Parvoviridae,Aveparvovirus,Galliform aveparvovirus 1,2015-02-22T19:00:33.930Z
GCF_000922095.1,Herpesvirales,Herpesviridae,Mardivirus,Columbid alphaherpesvirus 1,2015-02-22T19:00:26.730Z
GCF_000922075.1,Chitovirales,Poxviridae,Avipoxvirus,Pigeonpox virus,2015-02-22T19:00:25.270Z
GCF_000922055.1,Caudovirales,Siphoviridae,Unaquatrovirus,Leuconostoc virus LN25,2015-02-22T19:00:23.453Z
GCF_000922035.1,Caudovirales,Siphoviridae,Unaquatrovirus,Leuconostoc phage phiLNTR2,2015-02-22T19:00:23.267Z
GCF_000922015.1,Caudovirales,Siphoviridae,Unaquatrovirus,Leuconostoc virus LNTR3,2015-02-22T19:00:23.183Z
GCF_000921935.1,Caudovirales,Siphoviridae,Fromanvirus,Mycobacterium phage Pinto,2015-02-22T19:00:17.377Z
GCF_000921915.1,Caudovirales,Siphoviridae,Homburgvirus,Listeria virus LP26,2015-02-22T19:00:12.553Z
GCF_000921855.1,Herpesvirales,Herpesviridae,Simplexvirus,Fruit bat alphaherpesvirus 1,2015-02-22T19:00:12.493Z
GCF_000921815.1,Geplafuvirales,Geminiviridae,Begomovirus,Solanum mosaic Bolivia virus,2015-02-22T19:00:10.600Z
GCF_000921675.1,Caudovirales,Drexlerviridae,Rogunavirus,Escherichia virus AHP42,2015-02-22T19:00:00.233Z
GCF_000921655.1,Caudovirales,Herelleviridae,Agatevirus,Bacillus virus Bobb,2015-02-22T18:59:58.730Z
GCF_000921635.1,Caudovirales,Drexlerviridae,Rogunavirus,Escherichia virus AHS24,2015-02-22T18:59:58.627Z
GCF_000921615.1,Cremevirales,Smacoviridae,Porprismacovirus,Porcine associated porprismacovirus 7,2015-02-22T18:59:55.737Z
GCF_000921595.1,Herpesvirales,Herpesviridae,Varicellovirus,Equid alphaherpesvirus 3,2015-02-22T18:59:48.127Z
GCF_000921495.1,Geplafuvirales,Geminiviridae,Begomovirus,Sweet potato leaf curl Guangxi virus,2015-02-22T18:59:45.170Z
GCF_000921475.1,Geplafuvirales,Genomoviridae,Gemykibivirus,Bovine associated gemykibivirus 1,2015-02-22T18:59:45.113Z
GCF_000921455.1,Geplafuvirales,Geminiviridae,Begomovirus,Rose leaf curl virus,2015-02-22T18:59:41.857Z
GCF_000921315.1,Rowavirales,Adenoviridae,Aviadenovirus,Pigeon aviadenovirus A,2015-02-22T18:59:32.280Z
GCF_000921275.1,Piccovirales,Parvoviridae,Protoparvovirus,Turkey parvovirus 1078,2015-02-22T18:59:21.980Z
GCF_000921175.1,Caudovirales,Siphoviridae,Unaquatrovirus,Leuconostoc virus LN34,2015-02-22T18:59:17.657Z
GCF_000921195.1,Caudovirales,Siphoviridae,Limdunavirus,Leuconostoc virus LN12,2015-02-22T18:59:17.597Z
GCF_000921155.1,Caudovirales,Siphoviridae,Homburgvirus,Listeria virus LP114,2015-02-22T18:59:17.540Z
GCF_000921135.1,Caudovirales,Herelleviridae,Pecentumvirus,Listeria virus LP048,2015-02-22T18:59:14.670Z
GCF_000921075.1,Caudovirales,Siphoviridae,Sextaecvirus,Staphylococcus virus Sextaec,2015-02-22T18:59:06.933Z
GCF_000921095.1,Caudovirales,Autographiviridae,Ghunavirus,Pseudomonas virus PhiPSA2,2015-02-22T18:59:05.547Z
GCF_000921015.1,Herpesvirales,Herpesviridae,Macavirus,Bovine gammaherpesvirus 6,2015-02-22T18:59:04.013Z
GCF_000920975.1,Caudovirales,Siphoviridae,Hawkeyevirus,Mycobacterium virus Hawkeye,2015-02-22T18:58:55.067Z
GCF_000920935.1,Caudovirales,Herelleviridae,Bastillevirus,Bacillus virus CAM003,2015-02-22T18:58:53.583Z
GCF_000920895.1,Caudovirales,Herelleviridae,Bastillevirus,Bacillus virus HoodyT,2015-02-22T18:58:52.170Z
GCF_000920855.1,Caudovirales,Siphoviridae,Fromanvirus,Mycobacterium phage Phantastic,2015-02-22T18:58:49.040Z
GCF_000920875.1,Caudovirales,Siphoviridae,Saphexavirus,Enterococcus virus VD13,2015-02-22T18:58:47.650Z
GCF_000920835.1,Caudovirales,Siphoviridae,Timquatrovirus,Mycobacterium phage ZoeJ,2015-02-22T18:58:41.820Z
GCF_000920795.1,Caudovirales,Demerecviridae,Tequintavirus,Escherichia virus FFH1,2015-02-22T18:58:38.967Z
GCF_000920815.1,Caudovirales,Siphoviridae,Nonagvirus,Escherichia virus 9g,2015-02-22T18:58:38.843Z
GCF_000920595.1,Zurhausenvirales,Papillomaviridae,Treisepsilonpapillomavirus,Treisepsilonpapillomavirus 1,2015-02-22T18:58:23.760Z
GCF_000920575.1,Cirlivirales,Circoviridae,Cyclovirus,Dragonfly associated cyclovirus 1,2015-02-22T18:58:23.670Z
GCF_000920535.1,Zurhausenvirales,Papillomaviridae,Dyochipapillomavirus,Dyochipapillomavirus 1,2015-02-22T18:58:07.960Z
GCF_000920495.1,Cirlivirales,Circoviridae,Cyclovirus,Dragonfly associated cyclovirus 5,2015-02-22T18:58:06.417Z
GCF_000920475.1,Caudovirales,Chaseviridae,Suwonvirus,Pectobacterium virus PM1,2015-02-22T18:58:06.350Z
GCF_000920435.1,Piccovirales,Parvoviridae,Copiparvovirus,Ungulate copiparvovirus 4,2015-02-22T18:57:58.960Z
GCF_000920395.1,Zurhausenvirales,Papillomaviridae,Taupapillomavirus,Taupapillomavirus 2,2015-02-22T18:57:56.013Z
GCF_000920375.1,Sepolyvirales,Polyomaviridae,Alphapolyomavirus,Procyon lotor polyomavirus 1,2015-02-22T18:57:54.663Z
GCF_000920415.1,Geplafuvirales,Geminiviridae,Mastrevirus,Axonopus compressus streak virus,2015-02-22T18:57:54.603Z
GCF_000920275.1,Caudovirales,Siphoviridae,Brujitavirus,Mycobacterium virus Babsiella,2015-02-22T18:57:41.540Z
GCF_000920315.1,Caudovirales,Siphoviridae,Acadianvirus,Mycobacterium virus Acadian,2015-02-22T18:57:41.420Z
GCF_000920235.1,Caudovirales,Myoviridae,Certrevirus,Cronobacter virus CR9,2015-02-22T18:57:41.350Z
GCF_000920295.1,Caudovirales,Siphoviridae,Pipefishvirus,Mycobacterium phage Akoma,2015-02-22T18:57:41.293Z
GCF_000920215.1,Caudovirales,Siphoviridae,Pepyhexavirus,Rhodococcus virus Poco6,2015-02-22T18:57:38.367Z
GCF_000920155.1,Caudovirales,Siphoviridae,Charlievirus,Mycobacterium virus Charlie,2015-02-22T18:57:29.367Z
GCF_000920115.1,Caudovirales,Siphoviridae,Fromanvirus,Mycobacterium virus Ridgecb,2015-02-22T18:57:29.313Z
GCF_000920095.1,Caudovirales,Myoviridae,Bixzunavirus,Mycobacterium virus Bxz1,2015-02-22T18:57:29.167Z
GCF_000920135.1,Caudovirales,Siphoviridae,Cheoctovirus,Mycobacterium virus Gumbie,2015-02-22T18:57:26.143Z
GCF_000920075.1,Caudovirales,Siphoviridae,Patiencevirus,Mycobacterium virus Patience,2015-02-22T18:57:19.993Z
GCF_000919975.1,Caudovirales,Siphoviridae,Marvinvirus,Mycobacterium virus Mosmoris,2015-02-22T18:57:16.780Z
GCF_000920055.1,Caudovirales,Herelleviridae,Wphvirus,Bacillus virus Megatron,2015-02-22T18:57:15.163Z
GCF_000920035.1,Caudovirales,Siphoviridae,Jerseyvirus,Salmonella phage vB_SenS-Ent3,2015-02-22T18:57:13.747Z
GCF_000919995.1,Caudovirales,Siphoviridae,Bernalvirus,Mycobacterium virus Bernal13,2015-02-22T18:57:13.647Z
GCF_000920015.1,Rowavirales,Adenoviridae,Mastadenovirus,Sea lion mastadenovirus A,2015-02-22T18:57:12.083Z
GCF_000919955.1,Caudovirales,Podoviridae,Negarvirus,Lactococcus virus WP2,2015-02-22T18:57:09.037Z
GCF_000919935.1,Caudovirales,Myoviridae,Vequintavirus,Escherichia virus FFH2,2015-02-22T18:57:04.560Z
GCF_000919895.1,Cremevirales,Smacoviridae,Porprismacovirus,PoSCV Kor J481,2015-02-22T18:57:02.953Z
GCF_000919755.1,Zurhausenvirales,Papillomaviridae,Dyokappapapillomavirus,Dyokappapapillomavirus 2,2015-02-22T18:56:49.120Z
GCF_000919635.1,Geplafuvirales,Genomoviridae,Gemycircularvirus,Dragonfly associated gemycircularvirus 1,2015-02-22T18:56:37.730Z
GCF_000919595.1,Caudovirales,Siphoviridae,Fromanvirus,Mycobacterium phage Alsfro,2015-02-22T18:56:33.290Z
GCF_000919515.1,Geplafuvirales,Genomoviridae,Gemycircularvirus,Cassava associated gemycircularvirus 1,2015-02-22T18:56:24.513Z
GCF_000919455.1,Caudovirales,Autographiviridae,Berlinvirus,Yersinia virus Yepf,2015-02-22T18:56:19.937Z
GCF_000919435.1,Caudovirales,Siphoviridae,Fromanvirus,Mycobacterium virus Bruns,2015-02-22T18:56:16.207Z
GCF_000919415.1,Caudovirales,Siphoviridae,Pegunavirus,Mycobacterium virus Soto,2015-02-22T18:56:14.750Z
GCF_000919395.1,Caudovirales,Siphoviridae,Fromanvirus,Mycobacterium phage Blue7,2015-02-22T18:56:10.230Z
GCF_000919375.1,Caudovirales,Siphoviridae,Pegunavirus,Mycobacterium virus Pg1,2015-02-22T18:56:08.820Z
GCF_000919335.1,Caudovirales,Siphoviridae,Omegavirus,Mycobacterium virus Thibault,2015-02-22T18:56:07.380Z
GCF_000919355.1,Caudovirales,Siphoviridae,Fromanvirus,Mycobacterium phage Aeneas,2015-02-22T18:56:05.840Z
GCF_000919315.1,Caudovirales,Siphoviridae,Fromanvirus,Mycobacterium virus Doom,2015-02-22T18:55:53.730Z
GCF_000919295.1,Caudovirales,Siphoviridae,Pegunavirus,Mycobacterium virus Oline,2015-02-22T18:55:51.580Z
GCF_000919275.1,Caudovirales,Siphoviridae,Kostyavirus,Mycobacterium phage Lilac,2015-02-22T18:55:48.797Z
GCF_000919255.1,Caudovirales,Siphoviridae,Fromanvirus,Mycobacterium virus Turbido,2015-02-22T18:55:47.387Z
GCF_000919235.1,Caudovirales,Siphoviridae,Fromanvirus,Mycobacterium virus Perseus,2015-02-22T18:55:43.220Z
GCF_000919215.1,Caudovirales,Siphoviridae,Bignuzvirus,Mycobacterium virus Bignuz,2015-02-22T18:55:43.190Z
GCF_000919175.1,Geplafuvirales,Geminiviridae,Begomovirus,Jatropha mosaic virus,2015-02-22T18:55:37.687Z
GCF_000919135.1,Geplafuvirales,Geminiviridae,Mastrevirus,Sugarcane white streak virus,2015-02-22T18:55:31.323Z
GCF_000919095.1,Zurhausenvirales,Papillomaviridae,Lambdapapillomavirus,Lambdapapillomavirus 4,2015-02-22T18:55:21.373Z
